date,act360_years,true_discount_factor,recovered_discount_factor,df_error
2043-04-03,16.780555555555555,0.3025611160688459,0.3027400379876637,0.00017892191881779818
2043-04-10,16.8,0.30212805643430907,0.3023074299081977,0.00017937347388863323
2043-04-17,16.819444444444443,0.30169563115964815,0.3018754400150531,0.0001798088554049726
2043-04-24,16.83888888888889,0.30126383933462153,0.3014440674248568,0.0001802280902352682
2043-05-01,16.858333333333334,0.30083268004972913,0.3010133112554981,0.0001806312057689441
2043-05-08,16.877777777777776,0.3004021523962176,0.3005831706261267,0.00018101822990912453
2043-05-15,16.897222222222222,0.2999722554660843,0.30015364465715105,0.00018138919106674978
2043-05-22,16.916666666666668,0.29954298835208254,0.2997247324702366,0.0001817441181540813
2043-05-29,16.93611111111111,0.2991143501477258,0.2992964331883039,0.000182083040578096
2043-06-05,16.955555555555556,0.2986863399472919,0.29886874593552665,0.0001824059882347684
2043-06-12,16.975,0.2982589568458278,0.2984416698373304,0.00018271299150257603
2043-06-19,16.994444444444444,0.2978321999391545,0.2980152040203901,0.00018300408123561596
2043-06-26,17.01388888888889,0.2974060683238699,0.29758934761262884,0.00018327928875894184
2043-07-03,17.033333333333335,0.2969805610973545,0.2971640997432159,0.000183538645861403
2043-07-10,17.052777777777777,0.296555677357775,0.296739459542565,0.00018378218478998232
2043-07-17,17.072222222222223,0.2961314162040889,0.29631542614233225,0.00018400993824335687
2043-07-24,17.091666666666665,0.2957077767360481,0.295891998675415,0.000184221939366902
2043-07-31,17.11111111111111,0.29528475805420357,0.29546917627594915,0.00018441822174558586
2043-08-07,17.130555555555556,0.29486235925990906,0.29504695807930825,0.00018459881939919542
2043-08-14,17.15,0.2944405794553258,0.29462534322210143,0.00018476376677561968
2043-08-21,17.169444444444444,0.2940194177434253,0.29420433084217124,0.0001849130987459091
2043-08-28,17.18888888888889,0.2935988732279945,0.2937839200785926,0.000185046850598114
2043-09-04,17.208333333333332,0.2931789450136392,0.29336411007167057,0.00018516505803134464
2043-09-11,17.227777777777778,0.2927596322057877,0.2929448999629386,0.0001852677571508865
2043-09-18,17.247222222222224,0.29234093391069504,0.29252628889515675,0.00018535498446170529
2043-09-25,17.266666666666666,0.29192284923544665,0.2921082760123104,0.00018542677686372855
2043-10-02,17.28611111111111,0.2915053772879621,0.2916908604596078,0.00018548317164568395
2043-10-09,17.305555555555557,0.29108851717699874,0.291274041383479,0.0001855242064802698
2043-10-16,17.325,0.2906722680121555,0.2908578179315736,0.00018554991941810428
2043-10-23,17.344444444444445,0.29025662890387655,0.2904421892527591,0.000185560348882563
2043-10-30,17.363888888888887,0.28984159896345474,0.29002715449711963,0.00018555553366489397
2043-11-06,17.383333333333333,0.2894271773030351,0.2896127128159532,0.00018553551291811132
2043-11-13,17.40277777777778,0.2890133630356186,0.28919886336177114,0.00018550032615255452
2043-11-20,17.42222222222222,0.28860015527506566,0.28878560528829567,0.0001854500132300041
2043-11-27,17.441666666666666,0.28818755313609934,0.2883729377504582,0.00018538461435885223
2043-12-04,17.461111111111112,0.2877755557343085,0.2879608599043978,0.00018530417008927325
2043-12-11,17.480555555555554,0.2873641621861524,0.2875493709074595,0.0001852087213071174
2043-12-18,17.5,0.28695337160896217,0.28713846991819225,0.00018509830923008064
2043-12-25,17.519444444444446,0.28654318312094557,0.2867281560963476,0.00018497297540204238
2044-01-01,17.538888888888888,0.28613359584118986,0.28631842860287776,0.00018483276168790308
2044-01-08,17.558333333333334,0.2857246088896643,0.2859092865999337,0.00018467771026942081
2044-01-15,17.57777777777778,0.28531622138722446,0.28550072925086406,0.0001845078636396047
2044-01-22,17.59722222222222,0.28490843245561476,0.28509275572021275,0.00018432326459799642
2044-01-29,17.616666666666667,0.28450124121747145,0.2846853651737175,0.00018412395624606281
2044-02-05,17.636111111111113,0.28409464679632573,0.28427855677830827,0.00018390998198253294
2044-02-12,17.655555555555555,0.28368864831660734,0.2838723297021056,0.00018368138549823554
2044-02-19,17.675,0.28328324490364676,0.28346668311441847,0.00018343821077171363
2044-02-26,17.694444444444443,0.28287843568367865,0.2830616161857431,0.00018318050206445058
2044-03-04,17.71388888888889,0.2824742197838447,0.28265712808776106,0.0001829083039163737
2044-03-11,17.733333333333334,0.28207059633219617,0.28225321799333736,0.00018262166114119127
2044-03-18,17.752777777777776,0.2816675644576976,0.2818498850765193,0.00018232061882172967
2044-03-25,17.772222222222222,0.28126512329022846,0.28144712851253406,0.00018200522230560345
2044-04-01,17.791666666666668,0.2808632719605871,0.2810449474777877,0.00018167551720060793
2044-04-08,17.81111111111111,0.2804620096004926,0.2806433411498631,0.00018133154937050033
2044-04-15,17.830555555555556,0.2800613353425877,0.28024230870751826,0.00018097336493055893
2044-04-22,17.85,0.27966124832044204,0.27984184933068484,0.00018060101024280906
