scenario,reference_date,method,bump_bp,shock_index,shock_tenor,node_index,node_tenor,node_date,maturity_distance,central_sensitivity_bp_per_bp,curvature_bp_per_bp2
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,5,1Y,9,5Y,2031-09-22,4,-0.011218346162022996,2.896159145837629e-06
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,5,1Y,10,7Y,2033-09-21,5,-0.008070972470214377,2.067985782616688e-06
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,5,1Y,11,10Y,2036-09-22,6,-0.005755913091640141,1.4456381924876638e-06
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,5,1Y,12,15Y,2041-09-20,7,-0.003938395943814399,9.599890327116611e-07
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,5,1Y,13,20Y,2046-09-20,8,-0.0030045124347483076,7.187227202276603e-07
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,5,1Y,14,30Y,2056-09-20,9,-0.0020081713919539723,4.7074982800765497e-07
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,6,2Y,0,1M,2026-10-21,-6,6.106226635438361e-12,1.2212453270876722e-11
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,6,2Y,1,2M,2026-11-20,-5,3.2612801348363973e-12,6.522560269672795e-12
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,6,2Y,2,3M,2026-12-22,-4,0.0,1.7486012637846216e-11
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,6,2Y,3,6M,2027-03-22,-3,9.020562075079397e-12,8.604228440844963e-12
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,6,2Y,4,9M,2027-06-22,-2,1.0685896612017132e-11,1.8318679906315083e-11
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,6,2Y,5,1Y,2027-09-22,-1,6.453171330633722e-12,1.5404344466674047e-11
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,6,2Y,6,2Y,2028-09-20,0,1.0409849713530899,0.00012524612222342135
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,6,2Y,7,3Y,2029-09-20,1,-0.05570905115388769,9.050456634129844e-06
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,6,2Y,8,4Y,2030-09-20,2,-0.03661373215314845,7.2050430899306406e-06
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,6,2Y,9,5Y,2031-09-22,3,-0.029229274343331446,5.749737769233931e-06
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,6,2Y,10,7Y,2033-09-21,4,-0.021028279337531597,4.11430528535206e-06
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,6,2Y,11,10Y,2036-09-22,5,-0.014996144942144851,2.8925849215877264e-06
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,6,2Y,12,15Y,2041-09-20,6,-0.010260451595647813,1.9378117166457542e-06
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,6,2Y,13,20Y,2046-09-20,7,-0.007827262219969877,1.4590427477312318e-06
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,6,2Y,14,30Y,2056-09-20,8,-0.005231482493109341,9.616558938052577e-07
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,7,3Y,0,1M,2026-10-21,-7,2.4424906541753444e-11,0.0
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,7,3Y,1,2M,2026-11-20,-6,2.9004576518332215e-11,6.38378239159465e-12
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,7,3Y,2,3M,2026-12-22,-5,6.453171330633722e-12,-1.2906342661267445e-11
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,7,3Y,3,6M,2027-03-22,-4,-4.579669976578771e-12,-2.7755575615628914e-13
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,7,3Y,4,9M,2027-06-22,-3,-7.632783294297951e-12,-1.2212453270876722e-11
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,7,3Y,5,1Y,2027-09-22,-2,-7.008282842946301e-12,-6.800116025829084e-12
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,7,3Y,6,2Y,2028-09-20,-1,-2.5673907444456745e-12,-6.2450045135165055e-12
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,7,3Y,7,3Y,2029-09-20,0,1.0750124211727359,0.0002483270179765018
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,7,3Y,8,4Y,2030-09-20,1,-0.06372292359953236,1.2665912901832499e-05
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,7,3Y,9,5Y,2031-09-22,2,-0.04550571054265373,1.1106613406752786e-05
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,7,3Y,10,7Y,2033-09-21,3,-0.032794349850220894,7.93323337577867e-06
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,7,3Y,11,10Y,2036-09-22,4,-0.023385823338523126,5.570635341900498e-06
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,7,3Y,12,15Y,2041-09-20,5,-0.015999694058452252,3.7250029449875655e-06
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,7,3Y,13,20Y,2046-09-20,6,-0.012205006184110023,2.801431725485415e-06
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,7,3Y,14,30Y,2056-09-20,7,-0.008157081803628063,1.8441534410662541e-06
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,8,4Y,0,1M,2026-10-21,-8,-1.2212453270876722e-11,4.884981308350689e-11
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,8,4Y,1,2M,2026-11-20,-7,-6.453171330633722e-12,3.8441472227646045e-11
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,8,4Y,2,3M,2026-12-22,-6,4.232725281383409e-12,1.734723475976807e-11
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,8,4Y,3,6M,2027-03-22,-5,-1.1796119636642288e-12,-7.077671781985373e-12
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,8,4Y,4,9M,2027-06-22,-4,-2.2898349882893854e-12,-1.3739009929736312e-11
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,8,4Y,5,1Y,2027-09-22,-3,-1.1796119636642288e-12,-2.3175905639050143e-11
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,8,4Y,6,2Y,2028-09-20,-2,3.1225022567582528e-12,-8.743006318923108e-12
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,8,4Y,7,3Y,2029-09-20,-1,-1.3183898417423734e-12,-1.429412144204889e-11
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,8,4Y,8,4Y,2030-09-20,0,1.1124117407139422,0.0003930682077046832
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,8,4Y,9,5Y,2031-09-22,1,-0.07639567222307575,1.4837152201296888e-05
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,8,4Y,10,7Y,2033-09-21,2,-0.04472531645233202,1.356810691577337e-05
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,8,4Y,11,10Y,2036-09-22,3,-0.03192570981885856,9.514609100591542e-06
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,8,4Y,12,15Y,2041-09-20,4,-0.02184255325138329,6.358598647615565e-06
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,8,4Y,13,20Y,2046-09-20,5,-0.016662252937463262,4.780319057262616e-06
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,8,4Y,14,30Y,2056-09-20,6,-0.011136141965586988,3.1456186266876074e-06
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,9,5Y,0,1M,2026-10-21,-9,-6.106226635438361e-12,1.2212453270876722e-11
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,9,5Y,1,2M,2026-11-20,-8,9.575673587391975e-12,6.38378239159465e-12
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,9,5Y,2,3M,2026-12-22,-7,-6.453171330633722e-12,-4.0245584642661925e-12
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,9,5Y,3,6M,2027-03-22,-6,0.0,4.163336342344337e-12
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,9,5Y,4,9M,2027-06-22,-5,3.0531133177191805e-12,0.0
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,9,5Y,5,1Y,2027-09-22,-4,5.551115123125783e-13,-1.1102230246251565e-12
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,9,5Y,6,2Y,2028-09-20,-3,-5.9674487573602164e-12,-4.440892098500626e-12
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,9,5Y,7,3Y,2029-09-20,-2,-5.620504062164855e-12,-7.632783294297951e-12
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,9,5Y,8,4Y,2030-09-20,-1,-2.8449465006019636e-12,-4.3021142204224816e-12
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,9,5Y,9,5Y,2031-09-22,0,1.1594694162402053,0.0005634734964732324
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,9,5Y,10,7Y,2033-09-21,1,-0.10022924222655161,1.4092857714143037e-05
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,9,5Y,11,10Y,2036-09-22,2,-0.06861965947763116,1.1084591022836321e-05
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,9,5Y,12,15Y,2041-09-20,3,-0.04696060195506779,7.490653236574829e-06
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,9,5Y,13,20Y,2046-09-20,4,-0.03582349170326571,5.674849062886622e-06
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,9,5Y,14,30Y,2056-09-20,5,-0.02394271283068239,3.7668379526678564e-06
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,10,7Y,0,1M,2026-10-21,-10,6.106226635438361e-12,1.2212453270876722e-11
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,10,7Y,1,2M,2026-11-20,-9,3.1225022567582528e-12,1.9290125052862095e-11
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,10,7Y,2,3M,2026-12-22,-8,2.0816681711721685e-12,2.1649348980190553e-11
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,10,7Y,3,6M,2027-03-22,-7,2.220446049250313e-12,8.604228440844963e-12
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,10,7Y,4,9M,2027-06-22,-6,0.0,-3.0531133177191805e-12
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,10,7Y,5,1Y,2027-09-22,-5,4.093947403305265e-12,-3.469446951953614e-12
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,10,7Y,6,2Y,2028-09-20,-4,2.7755575615628914e-12,4.440892098500626e-12
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,10,7Y,7,3Y,2029-09-20,-3,4.232725281383409e-12,-3.191891195797325e-12
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,10,7Y,8,4Y,2030-09-20,-2,3.400058012914542e-12,-1.8041124150158794e-12
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,10,7Y,9,5Y,2031-09-22,-1,3.677613769070831e-12,-3.191891195797325e-12
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,10,7Y,10,7Y,2033-09-21,0,1.2046367479035673,0.0007889256446735882
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,10,7Y,11,10Y,2036-09-22,1,-0.1750095655091849,2.167904064598325e-05
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,10,7Y,12,15Y,2041-09-20,2,-0.1153218771757919,1.7491896958654607e-05
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,10,7Y,13,20Y,2046-09-20,3,-0.08797831871305839,1.3576969964956831e-05
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,10,7Y,14,30Y,2056-09-20,4,-0.05880010540734726,9.252861532527135e-06
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,11,10Y,0,1M,2026-10-21,-11,6.106226635438361e-12,-1.2212453270876722e-11
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,11,10Y,1,2M,2026-11-20,-10,0.0,0.0
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,11,10Y,2,3M,2026-12-22,-9,-6.38378239159465e-12,2.1649348980190553e-11
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,11,10Y,3,6M,2027-03-22,-8,-5.620504062164855e-12,-2.3592239273284576e-12
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,11,10Y,4,9M,2027-06-22,-7,-3.816391647148976e-12,7.632783294297951e-12
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,11,10Y,5,1Y,2027-09-22,-6,-9.367506770274758e-12,-4.579669976578771e-12
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,11,10Y,6,2Y,2028-09-20,-5,-6.591949208711867e-12,-1.8041124150158794e-12
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,11,10Y,7,3Y,2029-09-20,-4,-5.204170427930421e-12,3.191891195797325e-12
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,11,10Y,8,4Y,2030-09-20,-3,-2.914335439641036e-12,-2.7755575615628914e-12
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,11,10Y,9,5Y,2031-09-22,-2,-2.0122792321330962e-12,-4.0245584642661925e-12
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,11,10Y,10,7Y,2033-09-21,-1,-1.5265566588595902e-12,-5.551115123125783e-12
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,11,10Y,11,10Y,2036-09-22,0,1.321366026091203,0.0013537671425534192
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,11,10Y,12,15Y,2041-09-20,1,-0.3128992952652204,8.090505057567476e-05
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,11,10Y,13,20Y,2046-09-20,2,-0.23689099254778356,6.520724071812367e-05
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,11,10Y,14,30Y,2056-09-20,3,-0.15832813245214572,4.5300913575907487e-05
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,12,15Y,0,1M,2026-10-21,-12,-2.4424906541753444e-11,0.0
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,12,15Y,1,2M,2026-11-20,-11,-1.6167622796103842e-11,-1.9290125052862095e-11
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,12,15Y,2,3M,2026-12-22,-10,-1.2906342661267445e-11,-8.326672684688674e-12
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,12,15Y,3,6M,2027-03-22,-9,-1.2351231148954867e-11,-1.582067810090848e-11
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,12,15Y,4,9M,2027-06-22,-8,-8.396061623727746e-12,-2.2898349882893854e-11
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,12,15Y,5,1Y,2027-09-22,-7,-1.2281842209915794e-11,-2.2065682614424986e-11
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,12,15Y,6,2Y,2028-09-20,-6,-5.342948306008566e-12,-2.3175905639050143e-11
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,12,15Y,7,3Y,2029-09-20,-5,-4.232725281383409e-12,-1.6514567491299204e-11
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,12,15Y,8,4Y,2030-09-20,-4,-3.677613769070831e-12,-1.2906342661267445e-11
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,12,15Y,9,5Y,2031-09-22,-3,-2.1510571102112408e-12,-1.5681900222830336e-11
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,12,15Y,10,7Y,2033-09-21,-2,-1.1796119636642288e-12,-1.5404344466674047e-11
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,12,15Y,11,10Y,2036-09-22,-1,-1.0408340855860843e-12,-1.5959455978986625e-11
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,12,15Y,12,15Y,2041-09-20,0,1.5362552939861969,0.0027189091296453416
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,12,15Y,13,20Y,2046-09-20,1,-0.5039482562060882,0.0002708832685938134
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,12,15Y,14,30Y,2056-09-20,2,-0.33442899755563305,0.00019137453968753881
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,13,20Y,0,1M,2026-10-21,-13,-6.106226635438361e-12,1.2212453270876722e-11
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,13,20Y,1,2M,2026-11-20,-12,6.453171330633722e-12,-1.2906342661267445e-11
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,13,20Y,2,3M,2026-12-22,-11,1.2906342661267445e-11,1.7486012637846216e-11
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,13,20Y,3,6M,2027-03-22,-10,6.800116025829084e-12,4.163336342344337e-12
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,13,20Y,4,9M,2027-06-22,-9,3.0531133177191805e-12,0.0
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,13,20Y,5,1Y,2027-09-22,-8,-4.649058915617843e-12,2.3592239273284576e-12
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,13,20Y,6,2Y,2028-09-20,-7,-4.093947403305265e-12,3.191891195797325e-12
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,13,20Y,7,3Y,2029-09-20,-6,-3.816391647148976e-12,-4.163336342344337e-13
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,13,20Y,8,4Y,2030-09-20,-5,-1.942890293094024e-12,-3.885780586188048e-12
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,13,20Y,9,5Y,2031-09-22,-4,-3.191891195797325e-12,-6.106226635438361e-12
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,13,20Y,10,7Y,2033-09-21,-3,-2.8449465006019636e-12,-1.2628786905111156e-11
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,13,20Y,11,10Y,2036-09-22,-2,-2.1510571102112408e-12,-1.1518563880485999e-11
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,13,20Y,12,15Y,2041-09-20,-1,-2.7755575615628914e-13,-9.43689570931383e-12
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,13,20Y,13,20Y,2046-09-20,0,1.9179574026290114,0.006180629155694284
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,13,20Y,14,30Y,2056-09-20,1,-0.9781108029874308,0.0012200624435743102
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,14,30Y,0,1M,2026-10-21,-14,1.2212453270876722e-11,2.4424906541753444e-11
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,14,30Y,1,2M,2026-11-20,-13,9.71445146547012e-12,4.496403249731884e-11
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,14,30Y,2,3M,2026-12-22,-12,2.1510571102112408e-12,3.011479954295737e-11
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,14,30Y,3,6M,2027-03-22,-11,7.840950111415168e-12,1.0963452368173421e-11
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,14,30Y,4,9M,2027-06-22,-10,9.922618282587337e-12,1.5265566588595902e-12
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,14,30Y,5,1Y,2027-09-22,-9,7.008282842946301e-12,4.85722573273506e-12
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,14,30Y,6,2Y,2028-09-20,-8,6.2450045135165055e-12,-6.38378239159465e-12
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,14,30Y,7,3Y,2029-09-20,-7,2.706168622523819e-12,-9.853229343548264e-12
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,14,30Y,8,4Y,2030-09-20,-6,1.8735013540549517e-12,-8.465450562766819e-12
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,14,30Y,9,5Y,2031-09-22,-5,-3.469446951953614e-13,-1.124100812432971e-11
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,14,30Y,10,7Y,2033-09-21,-4,5.551115123125783e-13,-9.992007221626409e-12
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,14,30Y,11,10Y,2036-09-22,-3,-1.1796119636642288e-12,-1.0408340855860843e-11
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,14,30Y,12,15Y,2041-09-20,-2,-1.0408340855860843e-12,-4.579669976578771e-12
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,14,30Y,13,20Y,2046-09-20,-1,5.551115123125783e-13,-8.326672684688674e-13
FTIIE_KNOWN_TRUTH_V1,2026-09-18,LINEAR_CONTINUOUS_ZERO,1.0,14,30Y,14,30Y,2056-09-20,0,2.5973814375380986,0.01598583751621918
FTIIE_KNOWN_TRUTH_V1,2026-09-18,CUBIC_CONTINUOUS_ZERO,1.0,0,1M,0,1M,2026-10-21,0,0.9510530459918426,-7.2430102193710155e-06
FTIIE_KNOWN_TRUTH_V1,2026-09-18,CUBIC_CONTINUOUS_ZERO,1.0,0,1M,1,2M,2026-11-20,1,-0.048653210447530126,2.789153352722451e-06
FTIIE_KNOWN_TRUTH_V1,2026-09-18,CUBIC_CONTINUOUS_ZERO,1.0,0,1M,2,3M,2026-12-22,2,0.043906525637738,6.822331588551833e-07
FTIIE_KNOWN_TRUTH_V1,2026-09-18,CUBIC_CONTINUOUS_ZERO,1.0,0,1M,3,6M,2027-03-22,3,-0.01715883733377499,1.1394452048563153e-06
