date,act360_years,true_discount_factor,log_linear_discount_factor,linear_continuous_zero_discount_factor,log_linear_error,linear_continuous_zero_error
2044-11-18,18.433333333333334,0.2679274433925516,0.26809052350682944,0.2681192783398174,0.00016308011427784708,0.00019183494726582317
2044-11-25,18.45277777777778,0.2675451360979697,0.26770742873261905,0.2677350335529022,0.0001622926346493414,0.000189897454932475
2044-12-02,18.47222222222222,0.2671633888168963,0.26732488139143284,0.267351313731723,0.0001614925745365703,0.00018792491482672036
2044-12-09,18.491666666666667,0.26678220071476905,0.26694288070100247,0.266968118197614,0.00016067998623342516,0.00018591748284496612
2044-12-16,18.511111111111113,0.26640157095802464,0.2665614258801773,0.2665854462727317,0.00015985492215264685,0.00018387531470703822
2044-12-23,18.530555555555555,0.2660214987141006,0.2661805161489232,0.26620329728005265,0.00015901743482260589,0.00018179856595207378
2044-12-30,18.55,0.2656419831514361,0.2658001507283205,0.26582167054337347,0.00015816757688436045,0.0001796873919373554
2045-01-06,18.569444444444443,0.26526302343947467,0.2654203288405627,0.2654405653873097,0.00015730540108804814,0.00017754194783503596
2045-01-13,18.58888888888889,0.2648846187486645,0.2650410497089547,0.2650599811372946,0.0001564309602902214,0.0001753623886301403
2045-01-20,18.608333333333334,0.26450676825046104,0.2646623125579112,0.2646799171195787,0.00015554430745012837,0.00017314886911767857
2045-01-27,18.627777777777776,0.26412947111732804,0.2642841166129554,0.26430037266122863,0.00015464549562738128,0.0001709015439005923
2045-02-03,18.647222222222222,0.26375272652273857,0.26390646110071697,0.26392134709012605,0.00015373457797840384,0.00016862056738747855
2045-02-10,18.666666666666668,0.2633765336411775,0.26352934524893096,0.26354283973496695,0.0001528116077534336,0.00016630609378942562
2045-02-17,18.68611111111111,0.26300089164814205,0.26315276828643586,0.2631648499252611,0.00015187663829380194,0.00016395827711906952
2045-02-24,18.705555555555556,0.26262579972014316,0.2627767294431719,0.26278737699133026,0.00015092972302871432,0.00016157727118709664
2045-03-03,18.725,0.2622512570347075,0.2624012279501801,0.26241042026430794,0.0001499709154726414,0.00015916322960046747
2045-03-10,18.744444444444444,0.2618772627703785,0.2620262630396001,0.2620339790761384,0.0001490002692215997,0.00015671630575991857
2045-03-17,18.76388888888889,0.2615038161067173,0.2616518339446687,0.26165805275957565,0.00014801783795137524,0.00015423665285835275
2045-03-24,18.783333333333335,0.2611309162243046,0.26127793989971854,0.2612826406481824,0.00014702367541391537,0.00015172442387778595
2045-03-31,18.802777777777777,0.2607585623047418,0.2609045801401764,0.26090774207632944,0.00014601783543460867,0.0001491797715876264
2045-04-07,18.822222222222223,0.2603867535306517,0.26053175390256156,0.2605333563791947,0.0001450003719098425,0.0001466028485430093
2045-04-14,18.841666666666665,0.2600154890856807,0.2601594604244843,0.26015948289276203,0.0001439713388036168,0.00014399380708135512
2045-04-21,18.86111111111111,0.25964476815449866,0.25978769894464415,0.2597861209538207,0.00014293079014549015,0.00014135279932203648
2045-04-28,18.880555555555556,0.25927458992280167,0.25941646870282886,0.25941326989996416,0.00014187878002719367,0.00013867997716249247
2045-05-05,18.9,0.25890495357731197,0.2590457689399123,0.2590409290695897,0.000140815362600355,0.00013597549227772898
